pl_name,pl_orbper,pl_rade,pl_masse,st_mass,st_rad,st_teff
eps Tau b,585.82,,,2.57,12.35,4877.0
K2-228 b,2.69828,1.21,,0.71,0.65,4715.0
WASP-28 b,3.4088387,14.011,294.62841,,1.08,
K2-389 b,8.584043,2.184,,0.8,1.08,5782.0
K2-139 b,28.38236,9.057,123.00021,0.92,0.86,5340.0
K2-227 b,13.621832,1.666,,0.95,0.89,5673.0
EPIC 206032309 b,2.87814,1.01,,0.22,,
K2-154 c,7.95478,2.1,,0.67,0.65,3978.0
K2-150 b,10.59357,2.0,,0.46,0.44,3499.0
K2-31 b,1.2578542,34.0,,0.97,0.9,5465.0
HATS-11 b,3.6191546,,,1.0,1.44,6060.0
K2-269 b,4.144965,1.57,,1.16,1.45,6209.0
K2-100 b,1.6739029,3.444,,,1.22,6115.5
K2-368 c,9.65869,1.38,,,0.58,
WASP-55 b,4.466,,,1.13,1.09,6070.0
HATS-9 b,1.9153196,14.42,,,1.59,
EPIC 206042996 b,5.29711,1.62,,0.56,,
K2-43 c,2.19945,2.6,,,0.61,
K2-32 b,8.9919156,4.79,,,0.72,4686.0
K2-404 b,13.115365,2.53,,0.55,0.55,3748.0
HD 76700 b,3.97097,,,1.13,,5668.0
HD 10180 e,49.748,,,1.06,1.11,5911.0
HD 148427 b,331.5,,,1.64,3.86,5025.0
HD 128356 b,298.2,,,0.65,0.85,4875.0
HD 62509 b,589.64,,,,,4892.63
HD 206610 b,610.0,,,1.93,4.92,4890.0
GJ 581 b,5.366,,,0.31,0.29,
HD 11755 b,433.7,,,0.9,27.3,4312.5
HD 220773 b,3724.7,,,1.16,,5940.0
GJ 3323 b,5.3636,,,0.16,0.12,3159.0
BD+03 2562 b,481.9,,,1.14,32.35,4095.0
HD 35759 b,82.467,,,1.15,,6060.0
HD 134060 b,3.2696,,,1.09,,5966.0
HD 131496 b,883.0,,,1.62,5.54,4886.0
GJ 433 c,5094.105,,,0.48,,
DMPP-1 e,5.516,,,1.21,1.26,6196.0
HD 37605 b,55.01307,,,1.0,0.9,5448.0
HD 80606 b,111.43639,,,1.05,1.07,5565.89
61 Vir b,4.21487,,,0.91,1.03,5585.57
HD 37124 b,154.378,,,0.85,,
47 UMa c,2391.0,,,1.06,1.21,5872.0
HD 24064 b,535.6,,,1.0,38.0,4052.5
HIP 14810 d,981.8,,,1.01,1.07,5544.0
HU Aqr AB c,4368.0,,,0.88,,
HD 1605 b,577.2,,,1.33,3.49,4915.0
HD 163607 b,75.2203,,,1.12,1.76,5522.0
GJ 581 c,12.9292,,,,,
HD 1690 b,533.0,,,1.86,21.66,4374.0
HD 69830 d,200.61,,,0.89,0.89,5420.58
HD 188015 b,456.46,,,1.08,,5745.0
HD 285968 b,8.7836,,,0.5,,
HD 113996 b,610.2,,,1.49,25.11,4181.0
HD 240237 b,745.70001,,,8.76,71.23,3926.0
HD 7199 b,615.0,,,0.89,0.96,5386.0
HD 206255 b,96.045,,,1.42,,5635.0
HD 103197 b,47.84,,,0.9,,5303.0
HD 121504 b,63.33,,,1.18,,6075.0
HD 175607 b,29.01,,,0.71,0.7,5392.0
EPIC 228836835 b,0.72813,1.27,,0.42,0.42,3506.0
HD 37124 b,154.46,,,0.78,,
K2-138 f,12.75758,2.73,,0.92,0.84,5283.0
K2-392 b,15.398723,1.85,,0.84,1.06,5726.0
WASP-151 b,4.5334789,13.609,,,1.2,5846.0
K2-232 b,11.168454,11.209,126.49634,1.19,1.16,6154.0
K2-136 c,17.3070631,3.728,,,0.77,4230.6
K2-266 e,19.48482567,3.459,,,0.73,4362.0
K2-239 c,7.775,1.0,,0.4,0.36,3420.0
K2-322 b,8.205,1.92,,0.63,0.6,4141.0
HD 37124 d,1862.0,,,0.85,,
HD 141399 c,201.776,,,1.09,1.39,5594.76
tau Cet f,636.13,,,0.78,,
K2-316 c,5.26,1.83,,0.41,0.38,3436.0
K2-286 b,27.359,2.1,,0.64,0.62,3926.0
EPIC 249893012 c,15.624,3.67,14.67,1.05,1.71,5430.0
EPIC 249893012 d,35.747,3.94,10.18,1.05,1.71,5430.0
HD 80653 b,0.719597,,,,1.22,6080.0
HD 80653 b,0.719573,1.613,5.72,1.18,1.22,5959.0
K2-352 c,8.234885,1.92,,0.98,0.95,5791.0
HD 106270 b,1888.0,,,1.39,2.66,5509.0
HD 31253 b,468.7,,,1.33,1.83,6014.94
HD 73526 b,188.9,,,1.01,,
TYC 1422-614-1 c,559.3,,,1.15,6.85,4806.0
DP Leo b,10220.0,,,0.69,,
HD 52265 b,119.263,,,1.22,1.38,6057.44
HD 11964 b,1935.0,,,1.15,2.05,5345.6
HD 45350 b,890.76,,,1.02,,5616.0
GJ 317 b,695.66,,,0.42,,
HD 11964 c,37.9196,,,1.15,2.05,5345.6
HD 52265 b,119.6,,,1.18,1.1,6060.0
GJ 414 A b,50.8,2.63,,0.65,0.68,4120.0
HD 10180 h,2205.0,,,1.06,1.11,5911.0
HD 149143 b,4.088,,,1.1,,5730.0
HD 47186 b,4.0845,,,,,
HD 10180 g,604.67,,,1.06,1.11,5911.0
GJ 625 b,14.628,,,0.3,0.31,3499.0
HD 111591 b,1056.4,,,1.94,8.03,4884.0
GJ 433 d,36.059,,,0.48,,
HD 141399 e,5000.0,,,1.07,,5600.0
HD 3651 b,62.218,,,0.88,,5221.0
HD 128311 b,453.019,,,0.83,0.76,
HD 212301 b,2.24571,,,1.55,1.16,6239.0
GJ 317 b,692.0,,794.5,0.42,,3510.0
GJ 3634 b,2.64561,,8.4,0.45,0.43,
HD 102956 b,6.495,,,1.68,4.4,5054.0
HD 108874 b,395.8,,,0.95,,5551.0
HD 168746 b,6.404,,,0.93,,5564.0
HD 8574 b,227.04,,,1.09,1.42,6004.14
GJ 317 c,5312.0,,,0.24,,
HD 12661 c,1679.0,,,1.0,1.21,5655.0
HD 42618 b,149.61,,,1.01,1.0,5727.0
HD 128311 b,454.2,,,0.83,,4965.0
HD 7924 d,24.4459,,,0.8,0.78,5171.13
HD 96167 b,498.89999,,,1.67,1.85,5807.0
HD 152079 b,2918.92,,,1.15,1.13,5907.0
HD 19994 b,535.7,,,1.34,,6217.0
HD 206610 b,610.0,,,1.56,6.1,4874.0
BD+49 828 b,2590.0,,,1.52,7.6,4943.0
HD 33283 b,18.1991,,,1.38,1.97,5935.0
HD 85390 b,788.0,,,0.76,,5186.0
HD 95127 b,482.0,,,1.2,20.0,4218.0
HD 95089 c,1860.0,,,1.38,,
HD 285507 b,6.0881,,,0.73,0.66,4503.0
HD 40307 b,4.3123,,,0.79,0.72,4867.44
HD 10180 e,49.745,,,1.06,,5911.0
HIP 54373 b,7.76,,,0.57,,4021.0
HD 149143 b,4.072,,,1.21,1.49,5884.0
HD 23079 b,626.0,,,1.1,,
HD 187085 b,1019.74,,,1.19,1.27,6117.0
IC 4651 9122 b,734.0,,,2.1,,
HD 7199 b,615.0,,,0.77,0.97,5371.0
HD 196885 A b,1325.8575,,,1.18,1.43,6172.0
HD 109246 b,68.27,,,1.01,1.02,5844.0
HD 240237 b,745.7,,,1.69,32.0,4361.0
HD 165155 b,434.5,,,1.02,0.95,5426.0
GJ 163 d,603.95116,,,,,
HD 60532 c,604.0,,,1.44,,6095.0
HD 6434 b,21.998,,,1.1,1.12,5769.0
HD 88133 b,3.41587,,,0.94,2.03,5392.0
GJ 3138 c,5.974,,,0.68,0.5,3717.0
GJ 4276 b,13.352,,,0.41,0.41,3387.0
HD 564 b,492.3,,,0.96,1.01,5902.0
GJ 1061 c,6.689,,,0.12,0.16,2953.0
HD 192699 b,351.5,,,1.68,3.9,5220.0
HD 73534 b,1770.0,,,1.23,2.39,5041.0
K2-4 b,10.00329,2.37,,0.63,0.6,4197.0
HD 99706 b,841.0,,,1.46,5.52,4862.0
HD 87646 b,13.481,,,1.12,1.55,5770.0
K2-390 b,3.3129214,4.289,,,0.98,5512.0
K2-27 b,6.771315,4.48,30.9,0.87,0.89,5248.0
K2-183 c,10.792635,2.87,,0.93,0.97,5519.0
K2-64 b,6.53044,2.07,,0.74,0.73,5312.0
K2-17 b,17.969029,2.03,,0.66,0.63,4118.41
K2-18 b,32.940045,2.61,8.63,0.5,0.44,3457.0
K2-19 c,11.907625,4.052,,0.9,0.83,5391.0
Wolf 503 b,6.00118,2.03,,0.69,0.69,4716.0
K2-5 b,5.73594,1.91,,0.61,0.57,3930.0
K2-272 b,14.4536756,3.13,,0.86,0.83,5397.0
K2-25 b,3.48475283,3.114,,,0.29,3204.0
HD 1605 c,2149.0,,,1.33,3.49,4915.0
HD 238090 b,13.671,,,0.58,0.57,3933.0
HU Aqr AB b,2390.0,,,0.88,,
HD 117618 b,25.827,,,1.17,1.2,5977.0
HD 4308 b,15.56,,,0.83,,5685.0
HD 159868 b,986.0,,,0.97,2.06,5534.0
HD 40307 f,51.76,,,0.77,,4956.0
HD 179079 b,14.476,,,1.15,1.6,5684.0
HD 147018 c,1008.0,,,0.93,,5441.0
HD 6434 b,22.017,,,0.89,1.14,5690.0
HD 176986 b,6.4898,,,0.79,0.78,4931.0
HD 154857 c,3452.0,,,1.72,1.76,5605.0
NGC 2682 Sand 364 b,121.71,,,1.35,21.8,4284.0
HD 134060 c,1291.5646,,,1.09,,5966.0
TAP 26 b,10.79,,,1.04,1.17,4620.0
HD 99706 b,868.0,,,1.7,6.29,4891.0
HIP 41378 d,1114.0,,,1.17,1.34,6226.0
K2-58 b,7.05235,2.72,,,0.84,
HD 89345 b,11.8143,7.263,38.45743,1.32,1.73,5622.0
K2-365 b,23.448172,2.906,,0.82,1.05,5561.0
K2-200 b,2.85,,,0.83,0.81,5017.84
HATS-36 b,4.1752387,13.843,1022.14128,1.22,1.16,6149.0
K2-126 b,7.387,,,0.67,0.67,4259.0
HIP 74890 b,822.3,,,1.74,5.77,4850.0
HD 153950 b,499.39999,,,1.25,1.28,6124.0
HIP 65407 b,28.125,,,0.93,,5460.0
11 UMi b,,,,1.7,,
HD 73526 c,379.1,,,1.01,,
HD 96127 b,647.29999,,,10.94,51.1,3943.0
HIP 14810 b,6.67386,,,0.81,1.04,5520.0
HD 212771 b,373.29999,,,2.41,4.55,5069.0
K2-347 b,7.187257,2.41,,0.66,0.63,4599.0
K2-277 b,6.327,,,1.01,0.98,5673.0
K2-278 b,3.33253,3.63,,,1.77,
K2-275 c,8.438,,,0.77,0.74,4783.55
K2-126 b,7.38711,1.92,,,0.62,
K2-190 b,10.099,,,0.99,0.98,5605.6
K2-191 b,2.858,,,0.83,0.89,5012.0
K2-127 b,3.588162,12.72,,,0.98,
HD 94834 b,1576.0,,,1.11,4.2,4798.0
HD 142415 b,386.3,,,1.03,,6045.0
HD 101930 b,70.46,,,0.57,0.86,5108.0
HD 33283 b,18.179,,,1.24,1.2,5995.0
K2-195 b,15.85388,3.29,,,0.95,
EPIC 212737443 b,13.603,,,0.72,0.67,4581.0
K2-198 c,3.3596055,1.423,,0.8,0.76,5212.9
K2-99 b,18.252213,8.3,,,1.98,
HATS-11 b,3.6191613,16.926,270.1555,1.0,1.44,6060.0
K2-381 d,26.8054,1.48,,,0.62,
HD 22781 b,528.07,,,0.75,,5027.0
HD 8535 b,1313.0,,,1.13,1.19,6136.0
HIP 14810 b,6.673892,,,1.01,1.07,5544.0
HD 221287 b,456.1,,,1.25,,6304.0
HD 18742 b,772.0,,,1.6,4.9,5048.0
HD 109271 b,7.8543,,,1.05,,5783.0
TYC 3667-1280-1 b,26.468,,,1.87,6.26,5130.0
HD 13189 b,471.60001,,,2.24,38.41,4175.0
Wolf 1061 b,4.8869,,,0.29,0.31,3342.0
HD 62509 b,596.6,,,1.73,,4858.0
HD 192699 b,340.94,,,1.38,4.41,5041.0
HD 159868 c,352.3,,,1.09,,5558.0
HD 158038 b,521.0,,,1.65,4.8,4897.0
V0391 Peg b,1170.0,,,0.5,0.23,29300.0
GJ 163 c,25.63058,,,,,
HD 154672 b,163.9,,,1.03,1.36,5743.0
HD 40307 c,9.6183,,,0.79,0.72,4867.44
HD 113538 c,1818.0,,,0.58,0.53,4462.0
HD 147873 b,116.596,,,1.38,2.29,5972.0
HD 159243 c,248.4,,,1.12,1.12,6123.0
HD 147018 b,44.236,,,0.93,,5441.0
HD 63765 b,358.0,,,0.86,,5432.0
HD 207832 b,161.97,,,1.02,0.96,5761.0
HD 73534 b,1770.0,,,1.4,2.63,4973.0
HD 79498 b,1807.0,,,1.08,1.05,5748.0
HD 152581 b,689.0,,,1.72,4.8,5095.0
RR Cae b,4343.5,,,0.44,,
HD 196885 A b,1333.0,,,1.28,1.31,6254.0
HD 330075 b,3.38773,,,0.7,,5017.0
K2-16 c,19.07536,2.14,,0.67,0.64,4761.0
K2-98 b,10.136448,5.2,,1.2,1.57,6172.0
11 UMi b,516.21997,,,2.78,29.79,4213.0
HD 154857 b,408.60001,,,1.96,2.3,5589.0
HD 18742 b,772.0,,,2.58,5.88,5021.0
K2-369 b,5.761612,1.313,,0.73,0.88,5682.0
TRAPPIST-1 g,,1.148,1.148,0.09,,
K2-98 b,10.136,,,1.23,1.51,6283.0
K2-146 b,2.643528,1.47,,,0.23,
K2-98 b,10.13682,4.6,,,1.37,
EPIC 228836835 b,0.728113,1.1,,,0.32,3782.0
Pr0211 b,2.1451,,,0.95,0.87,5326.0
K2-32 c,20.660987,2.88,,,0.72,4686.0
K2-49 b,2.770522,3.19,,,0.7,
HAT-P-56 b,2.79082577,16.737,,,1.47,6635.91
K2-18 b,32.93815571,2.532,,,0.44,3464.0
K2-10 b,19.307044,3.735,,0.96,0.9,5638.0
K2-183 d,22.620344,2.3,,,0.87,5482.0
K2-34 b,2.995654,16.141,563.51259,1.31,1.66,6087.0
K2-28 b,2.260455,2.32,,0.26,0.29,3214.0
K2-184 b,16.996,1.4,,,0.82,
K2-152 b,32.6479,2.29,,0.63,0.61,4044.0
K2-25 b,3.48456248,,,0.29,0.29,3180.0
K2-99 b,18.248708,10.536,,1.42,2.28,6033.0
K2-107 b,3.313944,14.4,,,1.73,
K2-147 b,0.961918,0.73,,,0.31,3775.0
K2-385 b,2.380867,1.539,,0.93,0.76,4844.0
TRAPPIST-1 b,1.510848,1.113,,0.08,0.12,2550.0
HD 200964 b,613.79999,,,1.97,4.69,5079.0
HD 12648 b,133.6,,,1.2,9.2,4835.8
HD 133131 A b,649.0,,,0.95,,5799.0
HIP 65407 c,67.3,,,0.93,,5460.0
HD 86081 b,2.1375,,,1.21,1.22,
HD 65216 b,613.1,,,0.92,,5666.0
HD 155358 b,194.3,,,1.15,1.38,5905.0
HD 98219 b,436.9,,,1.3,4.5,4992.0
HD 89744 b,256.78,,,1.56,,6291.0
HD 179079 b,14.476,,,1.53,1.7,5730.0
HD 23127 b,1214.0,,,1.42,1.64,5773.0
HD 1605 b,577.90002,,,1.72,4.33,4757.0
HD 63454 b,2.81805,,,0.42,0.77,4812.0
HD 73526 b,188.3,,,1.14,1.53,5601.0
HD 47186 c,1353.6,,,,,
HD 102272 b,,,,1.6,,
GJ 251 b,14.238,,,0.36,0.36,3451.0
HD 10180 c,5.75969,,,1.06,1.11,5911.0
EPIC 220674823 b,0.571212,1.6,,,0.95,5613.0
K2-85 b,0.684533,1.01,,0.57,0.51,4268.0
K2-6 b,30.9349,2.5,,0.93,1.01,5767.0
K2-59 b,20.698453,2.69,,,0.73,4775.0
K2-164 b,17.3678,1.93,,,1.27,
K2-270 c,4.39883617,,,0.75,0.83,4712.91
K2-90 b,13.734907,2.53,,0.7,0.63,4421.98
K2-119 b,7.728,,,0.71,0.74,4525.0
K2-139 b,28.380619,9.11,,0.96,0.88,5370.0
K2-111 b,5.35161,2.09,,,1.17,5788.0
WASP-75 b,2.484193,14.235,341.03159,1.14,1.26,6100.0
K2-182 b,4.737,,,0.88,0.79,5180.6
K2-285 b,3.471745,2.59,9.68,0.83,0.79,4975.0
HD 180617 b,105.9,,,0.45,0.45,3557.0
HD 171028 b,550.0,,,,,
HD 215152 c,7.28243,,,0.77,0.73,4935.0
HD 40307 b,4.3115,,,0.77,,4977.0
HIP 12961 b,57.435,,,0.69,0.65,3901.0
HD 75289 b,3.509267,,,1.21,,6095.0
HD 185269 b,6.8399,,,1.33,,5983.0
HD 19994 b,466.2,,,1.36,,6188.0
HD 148427 b,331.5,,,1.45,3.22,5052.0
HD 147513 b,528.4,,,1.11,,5883.0
HD 192699 b,345.53,,,1.69,,
HD 73526 b,190.5,,,1.05,,
HD 208487 b,130.0,,,0.95,,5929.0
HD 108863 b,443.39999,,,2.17,7.19,4863.0
HD 37605 b,55.01307,,,0.68,0.95,5340.0
NGC 2682 YBP 1514 b,5.118,,,0.96,0.89,5725.0
HD 40956 b,578.6,,,2.0,8.56,4869.0
HD 176986 c,16.8191,,,0.79,0.78,4931.0
HD 215152 e,25.1967,,,0.77,0.73,4935.0
GJ 273 b,18.6498,,,0.29,0.29,3382.0
HD 99706 c,1278.0,,,1.72,,
HD 96127 b,647.3,,,0.91,35.0,4152.0
HD 116029 c,907.0,,,1.33,,
HD 23079 b,730.6,,,1.01,,5927.0
HD 108147 b,10.8985,,,1.22,1.21,6255.73
HD 155358 c,391.9,,,0.92,,5900.0
HD 102117 b,20.8,,,0.95,,5429.0
DMPP-1 c,6.584,,,1.21,1.26,6196.0
HD 108147 b,10.901,,,1.27,,6265.0
HD 179079 b,14.479,,,1.14,1.63,5646.0
HD 220197 b,1728.0,,,0.91,0.98,5683.0
Wolf 1061 d,67.27,,,0.25,,3393.0
HD 20781 e,85.5073,,,0.7,,5256.0
GJ 3341 b,14.207,,,0.47,0.44,3526.0
HIP 14810 c,147.747,,,1.01,1.07,5544.0
HD 180053 b,213.72,,,1.75,4.06,5131.0
HD 101930 b,70.46,,,0.74,,5079.0
HD 190647 b,1176.45,,,1.07,1.38,5656.0
HD 40307 f,51.7768,,,0.79,0.72,4867.44
HD 180617 b,105.911,,,0.48,0.48,3534.0
HD 8326 b,158.991,,,0.8,,4914.0
HD 158996 b,820.2,,,1.8,50.3,4069.0
NGC 2682 YBP 401 b,4.087,,,1.14,,6165.0
tau Gem b,305.5,,,2.3,26.8,4388.0
HD 20782 b,577.9,,,1.04,1.13,5782.13
GJ 3293 b,30.5987,,,0.42,0.4,3466.0
HIP 14810 b,6.673855,,,0.99,1.0,5485.0
HD 1666 b,270.0,,,1.5,1.93,6317.0
HD 37605 b,55.01292,,,0.94,0.91,5329.0
HD 102956 b,6.4947,,,1.66,4.55,4985.0
HD 60532 c,600.1,,,1.5,2.57,6245.0
GJ 180 b,17.38,,,0.43,,3371.0
HD 290327 b,2443.0,,,0.9,1.0,5552.0
HD 231701 b,141.6,,,1.14,1.35,6208.0
HD 96063 b,362.5,,,1.37,4.75,5020.0
NSVS 14256825 b,3225.0,,,0.42,0.19,40000.0
GJ 96 b,73.94,,,0.6,,3785.0
HD 164509 b,280.17,,,1.12,1.11,5859.0
HD 67087 c,2374.0,,,1.36,1.55,6330.0
HD 200964 c,852.5,,,1.39,4.92,4982.0
PSR B1257+12 d,98.234,,,,,
HD 20782 b,597.0643,,,1.04,1.13,5782.13
HD 88133 b,3.4148674,,324.1866,1.18,1.94,5438.0
HD 156411 b,842.2,,,1.25,2.16,5900.0
HD 59686 A b,299.36,,,1.9,13.2,4658.0
K2-73 b,7.49569,2.71,,,1.08,
K2-83 c,10.00102551,,,0.56,0.56,3848.0
K2-173 b,5.86639571,,,0.98,1.0,5573.35
K2-174 b,19.56236,2.78,,,0.67,
K2-174 b,19.562743,2.492,,0.67,0.64,4500.0
K2-86 b,8.77709,5.1,,,0.8,
K2-87 b,9.72665,7.239,,,1.45,5583.6
K2-370 b,2.14084,3.207,,0.98,0.97,5377.0
V1298 Tau c,8.24958,5.59,,1.1,1.34,
K2-30 b,4.09847804,,,0.9,0.84,5425.0
K2-178 b,8.74809,3.83,,,0.94,
K2-29 b,3.2588321,13.339,232.0159,0.94,0.86,5358.0
HD 31527 d,271.6737,,,0.96,,5898.0
BD+20 274 b,578.2,,,0.8,17.3,4296.0
HD 43691 b,36.96,,,1.38,,6200.0
HD 30669 b,1684.0,,,0.92,0.91,5400.0
HD 23127 b,1211.17,,,1.21,1.49,5843.0
HD 1605 b,577.9,,,1.31,3.8,4757.0
CT Cha b,,24.66,5403.0,,,
Kepler-887 b,20.4222447,1.78,,1.16,1.3,6119.0
Kepler-209 c,41.74949827,2.99,,0.95,0.92,5562.0
Kepler-217 d,3.88689525,1.14,,1.43,1.44,6765.0
Kepler-509 b,,2.453,,,1.2,5952.0
Kepler-155 b,5.93120384,1.76,,0.56,0.54,3985.0
Kepler-508 b,25.30889748,2.36,,1.27,1.77,6283.0
Kepler-748 b,7.40742793,2.23,,1.0,0.96,5922.0
Kepler-341 b,5.19556758,1.08,,1.0,0.99,5755.0
Kepler-353 b,,1.251,,,0.64,3758.0
Kepler-838 b,,2.326,,,0.86,6189.0
Kepler-218 d,124.5244647,2.66,,1.01,1.02,5542.0
Kepler-315 c,,4.387,,,1.05,5683.0
Kepler-1210 b,8.07124073,1.56,,0.87,0.85,5766.0
Kepler-235 d,20.0599308,2.14,,0.64,0.64,4074.0
Kepler-1232 b,,1.462,,,0.79,5214.0
Kepler-570 b,,2.256,,,0.81,5481.0
Kepler-184 c,,2.12,,,0.83,5530.0
Kepler-803 b,,3.963,,,1.19,5854.0
Kepler-1162 c,59.284064,1.81,,0.86,0.86,5225.0
Kepler-1487 b,7.31946363,1.24,,1.03,0.96,6444.0
Kepler-79 c,,3.678,,,1.34,6389.0
Kepler-753 b,5.74771191,1.86,,0.64,0.63,4252.0
Kepler-938 b,52.6298417,2.08,,0.91,0.83,5614.0
Kepler-1285 b,14.7967458,0.97,,1.2,1.28,6170.0
Kepler-1279 b,,2.363,,,1.98,6174.0
Kepler-1464 c,,1.546,,,1.67,5845.0
Kepler-160 c,13.699429,3.76,,,1.12,5471.0
Kepler-322 c,4.33722404,1.72,,0.92,0.88,5436.0
Kepler-729 b,3.16635371,3.58,,0.94,0.91,5633.0
Kepler-564 b,3.75083228,4.63,,0.95,0.92,5626.0
Kepler-235 b,,2.323,,0.63,0.59,4000.0
Kepler-996 b,3.77059058,1.98,,1.09,1.14,6014.0
Kepler-234 c,,3.753,,,1.22,5911.0
Kepler-1242 b,13.62798432,2.61,,0.81,0.85,5052.0
Kepler-264 c,,3.248,,,1.99,6284.0
Kepler-382 c,,2.798,,,1.17,5720.0
Kepler-273 c,8.01494715,1.9,,0.94,0.92,5584.0
Kepler-330 b,,1.325,,,0.79,5028.0
Kepler-1641 c,32.657212,2.95,,1.12,1.19,6152.0
Kepler-194 b,,1.443,,,1.01,5710.0
Kepler-344 c,125.602302,2.95,,0.93,0.9,5535.0
Kepler-434 b,12.8747099,12.67,908.96,1.2,1.38,5977.0
KMT-2021-BLG-1689L b,,,46.0,0.58,,4570.0
KMT-2021-BLG-1689L b,,,46.0,0.58,,4570.0
KMT-2021-BLG-1689L b,,,45.0,0.57,,4570.0
KMT-2021-BLG-1689L b,,,39.0,0.68,,4570.0
KMT-2021-BLG-1689L b,,,39.0,0.74,,4570.0
KMT-2021-BLG-1689L b,,,46.0,0.58,,4570.0
KMT-2021-BLG-1689L b,,,39.0,0.68,,4570.0
Kepler-1859 c,3.5964055,1.32,,1.02,1.07,6190.0
Kepler-1610 b,8.70181574,1.45,,0.82,0.8,5295.0
Kepler-1079 b,13.24503188,1.63,,1.08,1.36,5758.0
Kepler-307 b,10.41572924,3.0,,0.94,0.95,5514.0
Kepler-643 b,16.33889626,10.16,,1.0,2.52,4908.0
Kepler-278 b,,4.207,,,2.83,5002.0
Kepler-933 b,14.20443009,2.46,,0.87,0.84,5346.0
Kepler-178 c,20.55280793,2.61,,0.94,0.92,5535.0
Kepler-215 c,,1.323,,,0.91,5648.0
Kepler-1428 b,10.67607169,1.95,,1.15,1.62,6409.0
Kepler-1371 b,3.4462039,0.64,,0.68,0.72,5374.0
Kepler-215 c,14.6671927,1.53,,0.81,1.01,5741.0
Kepler-1159 b,22.70816791,1.82,,1.06,0.99,6170.0
Kepler-121 b,3.17741442,2.47,,0.77,0.72,5316.0
Kepler-1549 b,214.886545,2.57,,0.88,0.84,5324.0
Kepler-465 b,9.94067247,2.95,,1.23,1.29,6310.0
K2-279 b,7.122605,1.21,,0.79,0.86,5558.0
K2-5 c,10.93406,1.92,,0.53,0.52,4102.0
K2-265 b,2.369172,1.71,6.54,0.92,0.98,5477.0
K2-85 b,0.68458757,,,0.66,0.73,4222.0
K2-36 c,5.34072,2.65,,0.81,0.75,4953.0
K2-266 d,14.69891247,3.246,,,0.73,4362.0
K2-131 b,0.36931,1.7,,0.84,0.75,5245.0
K2-19 d,2.50856,1.14,14.0,0.93,0.86,5430.0
HD 3167 d,8.4112,,,0.84,0.88,5261.0
K2-43 b,3.47114221,4.835,,,0.56,3696.0
EPIC 211945201 b,19.4921498,,,1.18,1.38,6025.0
K2-334 b,5.1138428,,,,1.41,6890.0
K2-160 b,3.705871,3.178,,0.98,0.91,5649.0
WASP-85 A b,2.6556777,13.899,402.05495,1.09,0.94,6112.0
K2-164 b,17.355066,3.249,,1.18,2.2,5791.0
Kepler-155 c,52.6615836,2.21,,0.72,0.68,4550.0
Kepler-1054 b,4.30655689,1.99,,1.13,1.03,6108.0
Kepler-798 b,,2.041,,,1.14,6395.0
Kepler-773 b,,1.809,,,1.06,5736.0
Kepler-1267 b,,2.899,,,1.08,5512.0
K2-8 c,5.06347,2.32,,,0.71,
Qatar-2 b,1.337116,11.5,,,0.66,
K2-229 c,8.32834,2.12,21.3,0.84,0.79,5185.0
K2-407 b,4.941907,1.283,,0.88,0.93,5563.0
K2-337 b,16.273563,2.62,,0.94,1.32,5869.0
Kepler-1615 b,47.3126192,2.06,,1.04,1.05,5865.0
K2-268 b,2.151894,1.41,,0.84,0.78,5068.0
K2-346 b,26.20069078,2.971,,,0.71,4678.0
K2-169 b,6.37961,1.41,,,0.83,5347.0
K2-55 b,2.849302,4.07,,,0.66,
K2-9 b,18.4474,5.6,,0.52,0.47,4052.0
K2-124 b,6.413651,2.9,,0.39,0.39,3570.0
WASP-47 e,0.78961301,1.5,,,0.86,5427.0
K2-368 b,5.02629,1.322,,,0.58,
K2-123 b,30.9542,2.66,,0.61,0.59,3880.0
K2-223 b,0.50557,0.91,,1.07,1.01,5859.0
K2-180 b,8.8665,2.242,11.44182,0.71,0.69,5110.0
K2-15 b,11.808398,3.1,,,0.76,4992.0
HIP 41378 b,15.5718552,2.443,,,1.31,6352.33
EPIC 212587672 c,23.226,,,1.13,0.95,6055.0
K2-36 c,5.3410507,3.12,,0.81,0.73,4953.0
K2-115 b,20.272615,12.06,,0.95,0.88,5657.0
K2-127 b,3.588163,8.37,,0.72,0.66,4575.0
K2-114 b,11.3909344,10.88,,0.89,0.87,5039.0
K2-61 b,2.57333,2.03,,,1.05,
K2-123 b,30.954222,2.5,,,0.6,4040.0
K2-396 c,25.76051,3.124,,0.95,0.92,5236.0
K2-35 c,5.6084,2.2,,,0.69,4523.0
K2-105 b,8.2669589,3.448,,,0.92,5411.1
K2-199 b,3.225349,1.9,,,0.7,
K2-317 b,6.22,2.93,,0.4,0.38,3387.0
K2-3 d,44.556456,1.62,1.6,0.62,0.6,3835.0
K2-153 b,7.51554,2.0,,0.51,0.49,3720.0
K2-146 b,2.644661,2.15,,0.33,0.33,3398.0
K2-44 b,5.657,2.433,,1.15,1.58,5912.0
K2-405 b,3.435453,3.806,,1.03,0.77,4927.0
K2-179 b,5.17110937,,,0.85,0.71,5071.98
K2-30 b,4.0984791,,,0.9,0.84,5425.0
K2-268 f,26.2678,2.6,,,0.77,
WASP-47 b,4.15914806,,,,,
Kepler-222 d,28.08185982,3.63,,0.94,0.84,5431.0
Kepler-1561 b,1.00520589,0.85,,0.96,0.86,5718.0
